index,0
Cristina Comencini,Escritoras de Italia
Gabriella Contu,Escritoras de Italia
Isabella Cortese,Escritoras de Italia
Maria Corti,Escritoras de Italia
Carmela Cortini-Pedrotti,Escritoras de Italia
Giorgina Janet Craufurd,Escritoras de Italia
Benedetta Craveri,Escritoras de Italia
Tiziana Cusma-Velari,Escritoras de Italia
Tullia d'Aragona,Escritoras de Italia
Giovanna Dal Vesco,Escritoras de Italia
Anna Dallapiccola,Escritoras de Italia
Caterina Davinio,Escritoras de Italia
Grazia Deledda,Escritoras de Italia
Ernesta Di Capua,Escritoras de Italia
Angela Diana Di Francesca,Escritoras de Italia
Patrizia Di Patre,Escritoras de Italia
Silvana Diana,Escritoras de Italia
Alma Dolens,Escritoras de Italia
Compiuta Donzella,Escritoras de Italia
Muzi Epifani,Escritoras de Italia
Camilla Faà,Escritoras de Italia
Oriana Fallaci,Escritoras de Italia
Elena Favilli,Escritoras de Italia
Laura Feoli Chiapella,Escritoras de Italia
Rossella Filigheddu,Escritoras de Italia
Eleonora Fonseca Pimentel,Escritoras de Italia
Moderata Fonte,Escritoras de Italia
Giuliana Forneris,Escritoras de Italia
Laudomia Forteguerri,Escritoras de Italia
Biancamaria Frabotta,Escritoras de Italia
Daria Galateria,Escritoras de Italia
Fausta Garavini,Escritoras de Italia
Paula Dei Mansi,Escritoras de Italia
Ana Rosa Gattorno,Escritoras de Italia
Alessia Gazzola,Escritoras de Italia
Natalia Ginzburg,Escritoras de Italia
Cinzia Giorgio,Escritoras de Italia
Giulia Alberico,Escritoras de Italia
Lucrezia Gonzaga,Escritoras de Italia
Simonetta Greggio,Escritoras de Italia
Maria Grillo,Escritoras de Italia
Sabine Gruber,Escritoras de Italia
Rebecca Guarna,Escritoras de Italia
Anna Guglielmo,Escritoras de Italia
Laura Guglielmone,Escritoras de Italia
Margherita Guidacci,Escritoras de Italia
Marcella Hazan,Escritoras de Italia
Isotta Nogarola,Escritoras de Italia
Matilda Koen-Sarano,Escritoras de Italia
Idolina Landolfi,Escritoras de Italia
Carolina Arienti Lattanzi,Escritoras de Italia
Luciana Littizzetto,Escritoras de Italia
Malisa Longo,Escritoras de Italia
Carla Lonzi,Escritoras de Italia
Anna Maria Luppi Mosca,Escritoras de Italia
Joyce Lussu,Escritoras de Italia
Marisa Madieri,Escritoras de Italia
Clara Maffei,Escritoras de Italia
Oriana Maggi,Escritoras de Italia
Elvira Mancuso,Escritoras de Italia
Dacia Maraini,Escritoras de Italia
Gindetta Mariani,Escritoras de Italia
Lucrezia Marinella,Escritoras de Italia
Annamaria Mariotti,Escritoras de Italia
Michela Marzano,Escritoras de Italia
Carla Matteini,Escritoras de Italia
Margaret Mazzantini,Escritoras de Italia
Lorenza Mazzetti,Escritoras de Italia
Melania G. Mazzucco,Escritoras de Italia
Alda Merini,Escritoras de Italia
Albina Messeri,Escritoras de Italia
Giustina Renier Michiel,Escritoras de Italia
Bianca Milesi,Escritoras de Italia
Sylviane Moingeon,Escritoras de Italia
Marina Montresor,Escritoras de Italia
Marina Morabito,Escritoras de Italia
Elsa Morante,Escritoras de Italia
Olimpia Fulvia Morata,Escritoras de Italia
Isabella Moro,Escritoras de Italia
Lisa Morpurgo,Escritoras de Italia
Anna Maria Mozzoni,Escritoras de Italia
Luisa Muraro,Escritoras de Italia
Loretta Napoleoni,Escritoras de Italia
Chiara Nepi,Escritoras de Italia
Angela Nogarola,Escritoras de Italia
Anna Maria Ortese,Escritoras de Italia
Laura Orvieto,Escritoras de Italia
Melissa Panarello,Escritoras de Italia
Maria Pascoli,Escritoras de Italia
Simonetta Peccenini,Escritoras de Italia
Pia Pera,Escritoras de Italia
Jeanne Perego,Escritoras de Italia
Helena Perpenti,Escritoras de Italia
Rosaria Perrone,Escritoras de Italia
Anna Maria Persiani,Escritoras de Italia
Sandra Petrignani,Escritoras de Italia
Anna Piaggi,Escritoras de Italia
Anita Pichler,Escritoras de Italia
Daniela Pinna,Escritoras de Italia
Elena Di Pinto,Escritoras de Italia
Stefania Pisanu,Escritoras de Italia
Annalaura Pistarino,Escritoras de Italia
Bianca Pitzorno,Escritoras de Italia
Fernanda Pivano,Escritoras de Italia
Anna Premoli,Escritoras de Italia
Maria Privitera,Escritoras de Italia
Giovanna Puppi,Escritoras de Italia
Rita Raineri,Escritoras de Italia
Nicoletta Rascio,Escritoras de Italia
Sara Rattaro,Escritoras de Italia
Lidia Ravera,Escritoras de Italia
Milena Rizzotto,Escritoras de Italia
Graziella Rodondi,Escritoras de Italia
Lalla Romano,Escritoras de Italia
Rossana Rossanda,Escritoras de Italia
Guidetta Roti Michelozzi,Escritoras de Italia
Annalisa Santangelo,Escritoras de Italia
Francesca Sanvitale,Escritoras de Italia
Goliarda Sapienza,Escritoras de Italia
Margherita Sarfatti,Escritoras de Italia
Diana Sarno,Escritoras de Italia
Igiaba Scego,Escritoras de Italia
Clara Sereni,Escritoras de Italia
Gabriella Sica,Escritoras de Italia
Simonetta Agnello Hornby,Escritoras de Italia
Simona Sparaco,Escritoras de Italia
Maria Luisa Spaziani,Escritoras de Italia
Bruno Sperani,Escritoras de Italia
Maria Speranza,Escritoras de Italia
Gaspara Stampa,Escritoras de Italia
Susanna Tamaro,Escritoras de Italia
Antonia Tanini Pulci,Escritoras de Italia
Alda Teodorani,Escritoras de Italia
Maria-Carmen Terrasi,Escritoras de Italia
Maria Tore Barbina,Escritoras de Italia
Maria Antonietta Torriani,Escritoras de Italia
Piera Trivelli,Escritoras de Italia
Cristina Trivulzio Belgiojoso,Escritoras de Italia
Licia Troisi,Escritoras de Italia
Trota de Salerno,Escritoras de Italia
Chiara Valerio,Escritoras de Italia
Franca Valsecchi,Escritoras de Italia
Roberta Vangelisti,Escritoras de Italia
Bautista Varano,Escritoras de Italia
Lucia Viegi,Escritoras de Italia
Renata Viganò,Escritoras de Italia
Carla Vistarini,Escritoras de Italia
Lorella Zanardo,Escritoras de Italia
Anna Letizia Zanotti,Escritoras de Italia
Silvia Zenari,Escritoras de Italia
Tullia Zevi,Escritoras de Italia
Adriana Zingone,Escritoras de Italia
Categoría:Dramaturgas de Italia,Escritoras de Italia
Categoría:Historiadoras de Italia,Escritoras de Italia
Categoría:Mujeres novelistas de Italia,Escritoras de Italia
Categoría:Poetisas de Italia,Escritoras de Italia
Categoría:Traductoras de Italia,Escritoras de Italia
Adolfo Pons y Umbert,Académicos de la Real Academia de Ciencias Morales y Políticas
Mariano Álvarez Gómez,Académicos de la Real Academia de Ciencias Morales y Políticas
Antonio Aparisi y Guijarro,Académicos de la Real Academia de Ciencias Morales y Políticas
Francisco Javier Caminero y Muñoz,Académicos de la Real Academia de Ciencias Morales y Políticas
Antonio José de Cavanilles,Académicos de la Real Academia de Ciencias Morales y Políticas
Melchor Fernández Almagro,Académicos de la Real Academia de Ciencias Morales y Políticas
José Antonio Fernández de Rota y Monter,Académicos de la Real Academia de Ciencias Morales y Políticas
Luis González Seara,Académicos de la Real Academia de Ciencias Morales y Políticas
Diego Gracia Guillén,Académicos de la Real Academia de Ciencias Morales y Políticas
Benito Gutiérrez Fernández,Académicos de la Real Academia de Ciencias Morales y Políticas
Fernando Inciarte,Académicos de la Real Academia de Ciencias Morales y Políticas
Inocencio Jiménez Vicente,Académicos de la Real Academia de Ciencias Morales y Políticas
Luis Jordana de Pozas,Académicos de la Real Academia de Ciencias Morales y Políticas
Emilio Lamo de Espinosa Michels de Champourcin,Académicos de la Real Academia de Ciencias Morales y Políticas
Landelino Lavilla,Académicos de la Real Academia de Ciencias Morales y Políticas
Vicent Llombart,Académicos de la Real Academia de Ciencias Morales y Políticas
Teodoro López-Cuesta,Académicos de la Real Academia de Ciencias Morales y Políticas
Rafael Marín Lázaro,Académicos de la Real Academia de Ciencias Morales y Políticas
Rodolfo Martín Villa,Académicos de la Real Academia de Ciencias Morales y Políticas
Francisco Martínez de la Rosa,Académicos de la Real Academia de Ciencias Morales y Políticas
Raúl Morodo,Académicos de la Real Academia de Ciencias Morales y Políticas
Alejandro Nieto García,Académicos de la Real Academia de Ciencias Morales y Políticas
Alfonso Novales,Académicos de la Real Academia de Ciencias Morales y Políticas
Andrés Ollero,Académicos de la Real Academia de Ciencias Morales y Políticas
Segismundo Royo-Villanova,Académicos de la Real Academia de Ciencias Morales y Políticas
José María Segovia de Arana,Académicos de la Real Academia de Ciencias Morales y Políticas
Marcial Solana González-Camino,Académicos de la Real Academia de Ciencias Morales y Políticas
Fernando Suárez González,Académicos de la Real Academia de Ciencias Morales y Políticas
Ramón Tamames,Académicos de la Real Academia de Ciencias Morales y Políticas
Manuel de Torres Martínez,Académicos de la Real Academia de Ciencias Morales y Políticas
Categoría:Académicos correspondientes de la Real Academia de Ciencias Morales y Políticas,Académicos de la Real Academia de Ciencias Morales y Políticas
Categoría:Académicos numerarios de la Real Academia de Ciencias Morales y Políticas,Académicos de la Real Academia de Ciencias Morales y Políticas
Fidelia Brindis Camacho,Activistas por los derechos de las mujeres de México
Susana Chávez,Activistas por los derechos de las mujeres de México
Norma Ledezma Ortega,Activistas por los derechos de las mujeres de México
Sonia Madrigal,Activistas por los derechos de las mujeres de México
Mare Advertencia Lirika,Activistas por los derechos de las mujeres de México
Beatriz Mojica Morga,Activistas por los derechos de las mujeres de México
Carmen Moreno Toscano,Activistas por los derechos de las mujeres de México
Marisela Ortiz,Activistas por los derechos de las mujeres de México
Maru Tamés,Activistas por los derechos de las mujeres de México
Arussi Unda,Activistas por los derechos de las mujeres de México
Estefanía Veloz,Activistas por los derechos de las mujeres de México
Gadis Arivia,Feministas de Indonesia
Kamala Chandrakirana,Feministas de Indonesia
Nh. Dini,Feministas de Indonesia
Kartika Jahja,Feministas de Indonesia
Kartini,Feministas de Indonesia
Soe Tjen Marching,Feministas de Indonesia
Karlina Leksono Supelli,Feministas de Indonesia
Ayu Utami,Feministas de Indonesia
John Wijngaards,Feministas de Indonesia
Aruna Asaf Ali,Escritoras de India
Rana Ayyub,Escritoras de India
Rupa Bajwa,Escritoras de India
Uma Chakravarti,Escritoras de India
Ajeet Cour,Escritoras de India
Anita Desai,Escritoras de India
Mahasweta Devi,Escritoras de India
Vimala Devi,Escritoras de India
Gangadevi,Escritoras de India
Jamila Gavin,Escritoras de India
Agnes Giberne,Escritoras de India
Kodagina Gowramma,Escritoras de India
Gyanmati,Escritoras de India
Ellen Hollond,Escritoras de India
Lalita Iyer,Escritoras de India
Yogini Joglekar,Escritoras de India
Sufia Kamal,Escritoras de India
Krithika,Escritoras de India
Jhumpa Lahiri,Escritoras de India
Lal Ded,Escritoras de India
Anandamayi Ma,Escritoras de India
Megha Majumdar,Escritoras de India
Rooma Mehra,Escritoras de India
Aditi Mittal,Escritoras de India
Sudha Murthy,Escritoras de India
Anita Nair,Escritoras de India
Sunita Narain,Escritoras de India
Akkai Padmashali,Escritoras de India
Nelofer Pazira,Escritoras de India
Tao Porchon-Lynch,Escritoras de India
Anuradha Roy,Escritoras de India
Arundhati Roy,Escritoras de India
Padma Sachdev,Escritoras de India
Lalsangzuali Sailo,Escritoras de India
Nandini Satpathy,Escritoras de India
Anasuya Shankar,Escritoras de India
Vandana Shiva,Escritoras de India
Tavleen Singh,Escritoras de India
Kamala Surayya,Escritoras de India
Vaidehi,Escritoras de India
Aruna Vasudev,Escritoras de India
Vidyavati,Escritoras de India
Categoría:Mujeres novelistas de India,Escritoras de India
Categoría:Poetisas de India,Escritoras de India
Categoría:Traductoras de India,Escritoras de India
Aruna Asaf Ali,Políticas de India
Mamata Banerjee,Políticas de India
Kiran Bedi,Políticas de India
Gayatri Devi,Políticas de India
Indira Gandhi,Políticas de India
Sonia Gandhi,Políticas de India
Shazia Ilmi,Políticas de India
Jayalalithaa,Políticas de India
Meira Kumar,Políticas de India
Meenakshi Lekhi,Políticas de India
Hansa Mehta,Políticas de India
Sarojini Naidu,Políticas de India
Vijaya Lakshmi Pandit,Políticas de India
Pratibha Patil,Políticas de India
Rekha,Políticas de India
Lakshmi Sahgal,Políticas de India
Nandini Satpathy,Políticas de India
Vijaya Raje Scindia,Políticas de India
Moon Moon Sen,Políticas de India
Kamala Sinha,Políticas de India
Sushma Swaraj,Políticas de India
Vyjayanthimala,Políticas de India
Carlos de Narváez,Emigrantes colombianos hacia Argentina
Francisco de Narváez,Emigrantes colombianos hacia Argentina
Margarita García Robayo,Emigrantes colombianos hacia Argentina
Florentino González,Emigrantes colombianos hacia Argentina
Ivonne Guzmán,Emigrantes colombianos hacia Argentina
Carlos Fernando Navarro Montoya,Emigrantes colombianos hacia Argentina
Ana María Orozco,Emigrantes colombianos hacia Argentina
José Antonio Osorio,Emigrantes colombianos hacia Argentina
Wálter Perazzo,Emigrantes colombianos hacia Argentina
Rodolfo Acosta,Emigrantes mexicanos hacia Estados Unidos
Rico Alaniz,Emigrantes mexicanos hacia Estados Unidos
Norma Alarcón,Emigrantes mexicanos hacia Estados Unidos
Soledad Alatorre,Emigrantes mexicanos hacia Estados Unidos
Alexandra Rodríguez de Ruíz,Emigrantes mexicanos hacia Estados Unidos
Ida R. Alldredge,Emigrantes mexicanos hacia Estados Unidos
Ana Alicia,Emigrantes mexicanos hacia Estados Unidos
Arturo Angeles,Emigrantes mexicanos hacia Estados Unidos
Yareli Arizmendi,Emigrantes mexicanos hacia Estados Unidos
Héctor Ávalos (erudito),Emigrantes mexicanos hacia Estados Unidos
Xiye Bastida,Emigrantes mexicanos hacia Estados Unidos
Geraldine Bazán,Emigrantes mexicanos hacia Estados Unidos
Alma Beltran,Emigrantes mexicanos hacia Estados Unidos
Lorena Borjas,Emigrantes mexicanos hacia Estados Unidos
Enrique Camarena Salazar,Emigrantes mexicanos hacia Estados Unidos
Raúl Héctor Castro,Emigrantes mexicanos hacia Estados Unidos
Julio Cedillo,Emigrantes mexicanos hacia Estados Unidos
Ricardo Chávez Castañeda,Emigrantes mexicanos hacia Estados Unidos
Chiquibaby,Emigrantes mexicanos hacia Estados Unidos
Alberto Ciurana,Emigrantes mexicanos hacia Estados Unidos
Claudia Alvarez (artista plástica),Emigrantes mexicanos hacia Estados Unidos
Erika de la Rosa,Emigrantes mexicanos hacia Estados Unidos
Dolores del Río,Emigrantes mexicanos hacia Estados Unidos
Sofía Espinoza Álvarez,Emigrantes mexicanos hacia Estados Unidos
David Estrada,Emigrantes mexicanos hacia Estados Unidos
Edgar de Evia,Emigrantes mexicanos hacia Estados Unidos
Tom Fears,Emigrantes mexicanos hacia Estados Unidos
Giselle Fernández,Emigrantes mexicanos hacia Estados Unidos
Héctor García Molina,Emigrantes mexicanos hacia Estados Unidos
Gustavo García Siller,Emigrantes mexicanos hacia Estados Unidos
Guillermo Gómez-Peña,Emigrantes mexicanos hacia Estados Unidos
Reyna Grande,Emigrantes mexicanos hacia Estados Unidos
Florence M. Hawley,Emigrantes mexicanos hacia Estados Unidos
Salma Hayek,Emigrantes mexicanos hacia Estados Unidos
Maria Hinojosa,Emigrantes mexicanos hacia Estados Unidos
Katy Jurado,Emigrantes mexicanos hacia Estados Unidos
Seidy López,Emigrantes mexicanos hacia Estados Unidos
Julio Macias,Emigrantes mexicanos hacia Estados Unidos
Margo,Emigrantes mexicanos hacia Estados Unidos
Joaquín Martínez (actor),Emigrantes mexicanos hacia Estados Unidos
Karla Martínez,Emigrantes mexicanos hacia Estados Unidos
Lucía Méndez (actriz),Emigrantes mexicanos hacia Estados Unidos
Mario Molina,Emigrantes mexicanos hacia Estados Unidos
Joaquín Murrieta,Emigrantes mexicanos hacia Estados Unidos
Teresa Noyola,Emigrantes mexicanos hacia Estados Unidos
Lupita Nyong'o,Emigrantes mexicanos hacia Estados Unidos
Samuel Ochoa,Emigrantes mexicanos hacia Estados Unidos
Claudia Parodi,Emigrantes mexicanos hacia Estados Unidos
Lourdes Portillo,Emigrantes mexicanos hacia Estados Unidos
Anthony Quinn,Emigrantes mexicanos hacia Estados Unidos
Sara Ramírez,Emigrantes mexicanos hacia Estados Unidos
Jorge Ramos Ávalos,Emigrantes mexicanos hacia Estados Unidos
Lupillo Rivera,Emigrantes mexicanos hacia Estados Unidos
Jorge Rivero,Emigrantes mexicanos hacia Estados Unidos
Arturo Rodríguez (futbolista),Emigrantes mexicanos hacia Estados Unidos
Héctor de Jesús Ruiz,Emigrantes mexicanos hacia Estados Unidos
Carlos Santana,Emigrantes mexicanos hacia Estados Unidos
Stephanie Sigman,Emigrantes mexicanos hacia Estados Unidos
Raquel Torres,Emigrantes mexicanos hacia Estados Unidos
Lupita Tovar,Emigrantes mexicanos hacia Estados Unidos
Jacob Vargas,Emigrantes mexicanos hacia Estados Unidos
Martín Vásquez (futbolista estadounidense),Emigrantes mexicanos hacia Estados Unidos
Francisco H. Vázquez,Emigrantes mexicanos hacia Estados Unidos
Lupe Vélez,Emigrantes mexicanos hacia Estados Unidos
Andrea Villarreal,Emigrantes mexicanos hacia Estados Unidos
Teresa Villarreal,Emigrantes mexicanos hacia Estados Unidos
Nora Volkow,Emigrantes mexicanos hacia Estados Unidos
Kat Von D,Emigrantes mexicanos hacia Estados Unidos
Categoría:Thalía,Emigrantes mexicanos hacia Estados Unidos
Mirta Aguirre,Escritoras de Cuba
Magaly Alabau,Escritoras de Cuba
María Matilde Alea Fernández,Escritoras de Cuba
Odette Alonso,Escritoras de Cuba
Dora Alonso,Escritoras de Cuba
Nancy Alonso,Escritoras de Cuba
Concepción Teresa Alzola,Escritoras de Cuba
Caridad Atencio,Escritoras de Cuba
Aida Bahr,Escritoras de Cuba
Ruth Behar,Escritoras de Cuba
Hada Béjar,Escritoras de Cuba
Marilyn Bobes,Escritoras de Cuba
Juana Borrero,Escritoras de Cuba
Rosa Ileana Boudet,Escritoras de Cuba
Lydia Cabrera,Escritoras de Cuba
Julieta Campos,Escritoras de Cuba
Yanitzia Canetti,Escritoras de Cuba
Aurelia Castillo de González,Escritoras de Cuba
Teresa Casuso Morín,Escritoras de Cuba
Alba de Céspedes y Bertini,Escritoras de Cuba
Úrsula Céspedes,Escritoras de Cuba
Daína Chaviano,Escritoras de Cuba
María Elena Cruz Varela,Escritoras de Cuba
Belkis Cuza Malé,Escritoras de Cuba
Sonia Díaz Corrales,Escritoras de Cuba
Esther Díaz Llanillo,Escritoras de Cuba
María Luisa Dolz,Escritoras de Cuba
Laidi Fernández de Juan,Escritoras de Cuba
Mylene Fernández Pintado,Escritoras de Cuba
Mirta Fernández Martínez,Escritoras de Cuba
Olga Fernández,Escritoras de Cuba
Delia Fiallo,Escritoras de Cuba
Carolina Garcia-Aguilera,Escritoras de Cuba
María Mercedes García Santana,Escritoras de Cuba
Fina García Marruz,Escritoras de Cuba
Domitila García de Coronado,Escritoras de Cuba
Gertrudis Gómez de Avellaneda,Escritoras de Cuba
Gabriela Guerra Rey,Escritoras de Cuba
Wendy Guerra,Escritoras de Cuba
Herminia Ibarra,Escritoras de Cuba
María Dámasa Jova Baró,Escritoras de Cuba
María Elena Llana,Escritoras de Cuba
Dulce María Loynaz,Escritoras de Cuba
Beatriz Maggi,Escritoras de Cuba
Jamila Medina Ríos,Escritoras de Cuba
Sarah Méndez Capote,Escritoras de Cuba
Renée Méndez-Capote,Escritoras de Cuba
Laura Mestre Hevia,Escritoras de Cuba
Nancy Morejón,Escritoras de Cuba
Carmela Nieto,Escritoras de Cuba
Serafina Núñez,Escritoras de Cuba
Achy Obejas,Escritoras de Cuba
Carilda Oliver Labra,Escritoras de Cuba
Isabel Margarita Ordetx,Escritoras de Cuba
Aída Peláez de Villa Urrutia,Escritoras de Cuba
Luisa Pérez de Zambrana,Escritoras de Cuba
Gina Picart,Escritoras de Cuba
Graziella Pogolotti,Escritoras de Cuba
Ena Lucía Portela,Escritoras de Cuba
Sonia Rivera-Valdés,Escritoras de Cuba
Inés Rodena,Escritoras de Cuba
Ofelia Rodríguez Acosta,Escritoras de Cuba
Nieves Rodríguez Gómez,Escritoras de Cuba
Coralia Rodríguez,Escritoras de Cuba
Emma Romeu,Escritoras de Cuba
Daysi Rubiera,Escritoras de Cuba
Mariblanca Sabas Alomá,Escritoras de Cuba
María de las Mercedes Santa Cruz y Montalvo,Escritoras de Cuba
Ana María Simo,Escritoras de Cuba
Lesbia Soravilla,Escritoras de Cuba
Karla Suárez,Escritoras de Cuba
Évora Tamayo,Escritoras de Cuba
Mariana Lidia Torres Pérez,Escritoras de Cuba
María Valdés Mendoza,Escritoras de Cuba
Zoé Valdés,Escritoras de Cuba
Anna Lidia Vega Serova,Escritoras de Cuba
Maité Vera,Escritoras de Cuba
Mirta Yáñez,Escritoras de Cuba
Ada Zayas-Bazán,Escritoras de Cuba
Categoría:Poetisas de Cuba,Escritoras de Cuba
Antònia Abelló,Feministas de Cataluña
Antonia Adroher Pascual,Feministas de Cataluña
Esperanza Aguilà Ducet,Feministas de Cataluña
Elvira Altés,Feministas de Cataluña
Gretel Ammann,Feministas de Cataluña
Rosa Maria Arquimbau,Feministas de Cataluña
Isabel Aunión Morro,Feministas de Cataluña
María Baldó,Feministas de Cataluña
María Ballvé,Feministas de Cataluña
Antonia Bardolet,Feministas de Cataluña
Maria Dolors Bargalló,Feministas de Cataluña
Sara Berbel,Feministas de Cataluña
Sara Berenguer Laosa,Feministas de Cataluña
Aurora Bertrana,Feministas de Cataluña
Fina Birulés,Feministas de Cataluña
Francesca Bonnemaison,Feministas de Cataluña
Ca la Dona,Feministas de Cataluña
Núria Cadenas,Feministas de Cataluña
María Dolores Calvet,Feministas de Cataluña
Adelita del Campo,Feministas de Cataluña
Zenobia Camprubí,Feministas de Cataluña
Maria Aurèlia Capmany,Feministas de Cataluña
Teresa Carbó Comas,Feministas de Cataluña
Carmen Alcalde,Feministas de Cataluña
Mari Chordà,Feministas de Cataluña
Teresa Claramunt,Feministas de Cataluña
Mercedes Comaposada,Feministas de Cataluña
Rosario Dolcet Martí,Feministas de Cataluña
Maria Teresa Duran,Feministas de Cataluña
María Freixanet Mateo,Feministas de Cataluña
Anna Freixas,Feministas de Cataluña
Itziar González,Feministas de Cataluña
Ángela Graupera,Feministas de Cataluña
Gemma Humet,Feministas de Cataluña
Lola Iturbe,Feministas de Cataluña
Carmen Juares,Feministas de Cataluña
Nekane Jurado,Feministas de Cataluña
Carmen Karr,Feministas de Cataluña
Concha Liaño Gil,Feministas de Cataluña
Gemma Lienas,Feministas de Cataluña
Anna Maria Llatas,Feministas de Cataluña
Maria Julivert Aulés,Feministas de Cataluña
Plutarco Marsá Vancells,Feministas de Cataluña
Àngels Martínez Castells,Feministas de Cataluña
Imma Mayol i Beltran,Feministas de Cataluña
Usuaria:Mentxuwiki/Taller4,Feministas de Cataluña
Montserrat Minobis,Feministas de Cataluña
Dolors Monserdà,Feministas de Cataluña
Carmen Montoriol,Feministas de Cataluña
Imma Moraleda,Feministas de Cataluña
Montserrat Moreno,Feministas de Cataluña
Lourdes Muñoz,Feministas de Cataluña
Mary Nash (historiadora),Feministas de Cataluña
Regina Opisso,Feministas de Cataluña
Magda Oranich Solagran,Feministas de Cataluña
Núria Parlón,Feministas de Cataluña
Pilar Pascual de Sanjuán,Feministas de Cataluña
Clara Peya,Feministas de Cataluña
Marina Picazo,Feministas de Cataluña
Dolors Piera,Feministas de Cataluña
Aurèlia Pijoan Querol,Feministas de Cataluña
Maria Lluïsa Ponsa,Feministas de Cataluña
Matilde Ras,Feministas de Cataluña
Francisca Redondo,Feministas de Cataluña
Marta Reina Izquiano,Feministas de Cataluña
Maria Dolors Renau,Feministas de Cataluña
Rosa Roig,Feministas de Cataluña
Teresa Romero Domingo,Feministas de Cataluña
Marina Rossell,Feministas de Cataluña
Rut Ribas,Feministas de Cataluña
María Encarna Sanahuja,Feministas de Cataluña
Victoria Sau,Feministas de Cataluña
Marta Selva,Feministas de Cataluña
Rosa Sensat i Vila,Feministas de Cataluña
Elvira Siurana,Feministas de Cataluña
Núria Solsona,Feministas de Cataluña
María del Carmen Toro Martín,Feministas de Cataluña
Laura Tremosa,Feministas de Cataluña
Carme Valls,Feministas de Cataluña
Lluïsa Vidal,Feministas de Cataluña
Sonia Vivas,Feministas de Cataluña
Esther Vivas,Feministas de Cataluña
Cristina Carrasco,Economistas feministas
Carmen Castro García,Economistas feministas
Carmen Diana Deere,Economistas feministas
Nancy Folbre,Economistas feministas
Lina Gálvez,Economistas feministas
Yolanda Jubeto Ruiz,Economistas feministas
Magdalena León T,Economistas feministas
Àngels Martínez Castells,Economistas feministas
John Stuart Mill,Economistas feministas
Amaia Pérez Orozco,Economistas feministas
Willemijn Posthumus-van der Goot,Economistas feministas
Alejandro de Sajonia-Gessaphe,Emigrantes alemanes hacia México
Brigitte Alexander,Emigrantes alemanes hacia México
Heinrich Berlin,Emigrantes alemanes hacia México
Fritz Bieler,Emigrantes alemanes hacia México
Hugo Brehme,Emigrantes alemanes hacia México
Brigitte Broch,Emigrantes alemanes hacia México
Juan Brom,Emigrantes alemanes hacia México
Casa Boker,Emigrantes alemanes hacia México
Max Ludwig Cetto Day,Emigrantes alemanes hacia México
Olga Costa,Emigrantes alemanes hacia México
Christa Cowrie,Emigrantes alemanes hacia México
Alfredo B. Crevenna,Emigrantes alemanes hacia México
Heinz Dieterich Steffan,Emigrantes alemanes hacia México
Shlomo Eckstein,Emigrantes alemanes hacia México
Henry Eyring (pionero mormón),Emigrantes alemanes hacia México
Silvestre Frenk,Emigrantes alemanes hacia México
Margit Frenk,Emigrantes alemanes hacia México
Mariana Frenk-Westheim,Emigrantes alemanes hacia México
Stefan Gandler,Emigrantes alemanes hacia México
Mathias Goeritz,Emigrantes alemanes hacia México
Juan Guzmán (fotógrafo),Emigrantes alemanes hacia México
Carlos Cristian Hoffmann,Emigrantes alemanes hacia México
Alexander Holtmann,Emigrantes alemanes hacia México
Federico S. Inclán,Emigrantes alemanes hacia México
Guillermo Kahlo,Emigrantes alemanes hacia México
Paul Kirchhoff,Emigrantes alemanes hacia México
Hugo Leicht,Emigrantes alemanes hacia México
Cinna Lomnitz,Emigrantes alemanes hacia México
Horst Matthai Quelle,Emigrantes alemanes hacia México
Franz Mayer Traumann,Emigrantes alemanes hacia México
Sabine Moussier,Emigrantes alemanes hacia México
Gerhart Münch,Emigrantes alemanes hacia México
Walter Reuter,Emigrantes alemanes hacia México
Ernesto Richheimer,Emigrantes alemanes hacia México
Alice Rühle-Gerstel,Emigrantes alemanes hacia México
Otto Rühle,Emigrantes alemanes hacia México
Christian Julius Schiede,Emigrantes alemanes hacia México
Miguel E. Schulz,Emigrantes alemanes hacia México
Anna Seghers,Emigrantes alemanes hacia México
Rodolfo Stavenhagen,Emigrantes alemanes hacia México
Vera Tiesler,Emigrantes alemanes hacia México
Tomás Brody,Emigrantes alemanes hacia México
B. Traven,Emigrantes alemanes hacia México
Martin Tritschler,Emigrantes alemanes hacia México
Wolfgang Vogt Ekkernkamp,Emigrantes alemanes hacia México
Fernando Wagner,Emigrantes alemanes hacia México
Rommy Arce,Emigrantes peruanos hacia España
José Fernando Carrillo Ugarte,Emigrantes peruanos hacia España
Doménico Chiappe,Emigrantes peruanos hacia España
Claudio Constantini,Emigrantes peruanos hacia España
Alessandra de Osma,Emigrantes peruanos hacia España
César Falcón,Emigrantes peruanos hacia España
Eric Frattini,Emigrantes peruanos hacia España
Sergio Galarza (escritor),Emigrantes peruanos hacia España
Sandra Gamarra,Emigrantes peruanos hacia España
Fernando Iwasaki,Emigrantes peruanos hacia España
Daniela Ortiz,Emigrantes peruanos hacia España
Elena Portocarrero,Emigrantes peruanos hacia España
Orestes Rodríguez,Emigrantes peruanos hacia España
Rafael Romero Valcárcel,Emigrantes peruanos hacia España
Felipe Sassone,Emigrantes peruanos hacia España
Fernando Tola de Habich,Emigrantes peruanos hacia España
Gabriela Wiener,Emigrantes peruanos hacia España
Categoría:Mario Vargas Llosa,Emigrantes peruanos hacia España
